gene	symbol	category	lipo_annote	rpos_annote_caimano	rpos_annote_grassmann	rrp1_annote	rel_recov_annote	rel_starve_annote	rel_station_annote	unreg	baseMean	log2fc_12	padj_12	log2fc_13	padj_13	log2fc_1e	padj_1e	log2fc_23	padj_23	log2fc_3e	padj_3e
BB_0589	pta	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1249.991813	0.106777494	0.401612864	0.020683872	0.902244129	-0.153665658	0.210383152	-0.073144223	0.509506886	-0.158078127	0.182633541
BB_M33	BB_M33	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	114.7248513	0.140661352	0.402060757	0.027171367	0.926814929	0.262692377	0.39311034	-0.064359606	0.486085994	0.120842368	0.533396421
BB_0008	BB_0008	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	202.2729438	0.141107731	0.402429769	0.366745176	0.051987849	0.395578803	0.040060424	0.094416027	0.426420698	-0.00387963	0.98780188
BB_0645	BB_0645	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1843.560722	-0.124063965	0.406454552	-0.490614445	0.000693331	-0.630087869	7.60E-06	-0.276534224	0.043835006	-0.096453254	0.540571675
BB_O06	BB_O06	U	NA	NA	NA	NA	NA	down	down	FALSE	93.93037105	-0.130619199	0.406454552	-0.152338797	0.532586706	-0.64621064	0.049077903	0.017249208	0.862639686	-0.191411646	0.308929245
BB_0429	BB_0429	U	NA	NA	NA	down	down	down	down	FALSE	206.5464164	0.140031754	0.406717233	-0.15807528	0.42052054	0.096938043	0.670552921	-0.265832891	0.085089646	0.224125379	0.200363339
BB_N04	BB_N04	U	NA	NA	NA	NA	down	down	down	FALSE	85.9943436	-0.131934428	0.409845625	-0.151975466	0.534135056	-0.567222394	0.075145361	0.016820067	0.863195956	-0.159464574	0.392020247
BB_0043	BB_0043	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1943.313735	0.103021421	0.410349888	-0.176530287	0.128847601	-0.028298275	0.842477992	-0.271075541	0.015583081	0.147285864	0.208988643
BB_K52	BB_K52	NA	S	NA	NA	NA	NA	NA	NA	TRUE	65.28384398	-0.118063174	0.410349888	0.134295466	0.577757293	0.475659688	0.169461008	0.117327057	0.138783758	0.099188348	0.581170167
BB_E17	BB_E17	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1587.112084	-0.095002146	0.411774373	-0.137616013	0.21956155	-0.213475624	0.038677578	-0.029522636	0.830413551	-0.062496401	0.61659255
BB_0220	BB_0220	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	9847.768805	0.084795629	0.412452524	-0.140515155	0.192625562	-0.215323206	0.024905879	-0.21163331	0.026918186	-0.066962108	0.561118553
BB_0372	gltX	NA	NA	NA	NA	down	NA	NA	NA	FALSE	3219.180266	-0.09342926	0.418268997	-0.354645192	0.000314843	-0.218032988	0.028598303	-0.224282814	0.026918186	0.133382098	0.216705014
BB_0503	rplQ	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3525.82863	-0.093637461	0.422703205	-0.203315036	0.050094301	-0.453679084	1.40E-06	-0.082639928	0.408538937	-0.226436644	0.022455351
BB_0082	BB_0082	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2892.361915	0.083515513	0.423474326	0.080094638	0.437488273	0.186682564	0.034091342	-0.007597939	0.939274032	0.097652604	0.317714771
BB_0463	BB_0463	MT	NA	NA	NA	NA	NA	up	NA	FALSE	2020.263676	0.084963886	0.423552391	0.304674177	0.000539177	0.276391773	0.001340801	0.191340723	0.03386256	-0.031688314	0.795357403
BB_0164	BB_0164	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	415.8487063	-0.115392865	0.424407905	0.017897987	0.926814929	-0.430745276	0.001640395	0.107838718	0.357957154	-0.422977456	0.001874177
BB_0544	BB_0544	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5455.550928	-0.088010716	0.424407905	-0.116520491	0.270909122	-0.390313707	1.09E-05	-0.016634438	0.878707663	-0.266076809	0.005611606
BB_0206	BB_0206	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	303.1430668	-0.137736113	0.424633592	0.037890984	0.882345531	-0.33943446	0.106824912	0.122878204	0.314383603	-0.31802025	0.085735312
BB_F01	BB_F01	U	S	up	up-nymphs-DMCs	NA	NA	NA	up	FALSE	110.5477835	0.093073651	0.427606062	0.677270334	0.054303484	1.032362548	0.02104663	0.047003589	0.420592167	0.023929215	0.892984228
BB_0124	BB_0124	U	NA	NA	NA	NA	NA	NA	NA	TRUE	122.6614841	-0.138770558	0.428943716	0.176982187	0.437220368	0.008888247	0.975735425	0.27071133	0.095013995	-0.137776951	0.472020427
BB_0652	secD	TL	P	NA	NA	NA	NA	down	NA	FALSE	25386.56764	-0.083691711	0.428943716	-0.147857724	0.121773401	-0.297218319	0.000477577	-0.047938155	0.626295617	-0.135203593	0.147592221
BB_0250	BB_0250	CE	NA	NA	NA	NA	up	NA	NA	FALSE	1138.004205	0.103131607	0.429210112	0.071504915	0.627861755	-0.026870758	0.850441929	-0.030624016	0.808856772	-0.090692005	0.487609026
BB_0466	BB_0466	TP	NA	NA	NA	NA	down	down	down	FALSE	1733.760083	-0.09155929	0.429210112	-0.080055445	0.499684664	-0.259280368	0.009104324	0.014285976	0.900526597	-0.161519952	0.119963568
BB_0468	BB_0468	U	NA	NA	NA	down	NA	down	down	FALSE	1593.044661	-0.097833563	0.429210112	0.004449283	0.978642578	-0.653160102	2.56E-10	0.090639112	0.408538937	-0.646467604	1.05E-09
BB_F24	BB_F24	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	218.0813738	-0.135307976	0.429210112	0.211528529	0.291369459	0.187537782	0.391193739	0.340424719	0.050923391	-0.038970354	0.846398777
BB_N33	BB_N33	CD	NA	NA	NA	up	up	NA	NA	FALSE	104.1450186	-0.137826828	0.429588789	-0.4004154	0.099923167	-0.167909802	0.558557572	-0.059973184	0.557350411	0.182641124	0.346451802
BB_0815	BB_0815	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	330.3755412	0.130907638	0.431838095	0.167587627	0.37022433	0.069332066	0.754427535	0.004149954	0.971237289	-0.092198934	0.611431088
BB_0052	BB_0052	TL	NA	NA	NA	NA	NA	up	NA	FALSE	792.1205953	0.11555101	0.432086922	0.210208845	0.159916524	0.391658708	0.004663094	0.047008124	0.693969683	0.139964409	0.330697432
BB_0655	BB_0655	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	434.1700673	0.107360083	0.432542036	0.103481712	0.479046139	0.512814195	2.30E-05	-0.011471757	0.924170063	0.374542056	0.002355391
BB_0354	BB_0354	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1206.764634	0.097330538	0.43435601	0.078731721	0.541671048	-0.051247301	0.694772945	-0.018470002	0.878707663	-0.123667536	0.284539857
BB_O17	BB_O17	U	NA	NA	NA	NA	NA	NA	up	FALSE	46.77240005	0.106545485	0.434501167	0.226321833	0.346613538	0.502339265	0.164923167	0.005247825	0.938179738	0.041713724	0.827321861
BB_0293	flgC	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4756.143553	0.074579739	0.435366433	-0.113794784	0.198551796	-0.032451564	0.740026196	-0.177379265	0.03151246	0.080318382	0.380397447
BB_0277	BB_0277	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1832.562903	-0.104987324	0.435593219	-0.154225878	0.255019637	-0.382992972	0.00162245	-0.02264146	0.849280909	-0.19307622	0.122040543
BB_D15	BB_D15	CE	NA	NA	NA	NA	NA	up	up	FALSE	92.25740704	-0.129169046	0.436011537	-0.190128599	0.425684889	-0.867198074	0.004858542	0.003293493	0.971237289	-0.363077826	0.104905665
BB_0508	engA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5623.254377	-0.082475609	0.436095455	-0.213034903	0.019077321	-0.304823378	0.000322568	-0.102008082	0.239300895	-0.079494788	0.434170047
BB_0795	BB_0795	TL	NA	NA	NA	NA	down	down	down	FALSE	13956.67372	-0.065524963	0.436095455	-0.14713609	0.042719144	-0.310034176	1.58E-06	-0.07006225	0.365674888	-0.152280196	0.028784884
BB_0181	flgK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	9583.554225	-0.085623425	0.437268152	-0.019254494	0.891908424	0.197696082	0.024905879	0.059134625	0.558221069	0.212365469	0.019487078
BB_0434	spo0J	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	298.8860359	-0.128215904	0.437268152	-0.137365971	0.476144894	-0.405966597	0.028355914	0.010407151	0.93018547	-0.192709441	0.25569225
BB_0821	miaA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2671.160914	-0.083440196	0.437268152	0.067098185	0.550298365	-0.132738689	0.167018528	0.136406068	0.142268144	-0.190941077	0.039347433
BB_J18	BB_J18	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	102.1010391	-0.126121479	0.437268152	0.932327989	0.002811324	0.906421762	0.003287659	1.334031314	0.000244234	-0.027657201	0.892984228
BB_0571	BB_0571	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	763.9373451	-0.102604028	0.437507709	-0.22120121	0.080942975	-0.234630905	0.058473634	-0.076592132	0.497302444	-0.000852188	0.995079638
BB_0482	rpsS	TL	NA	NA	NA	NA	down	down	down	FALSE	2793.975516	0.09989771	0.440081068	-0.259211478	0.028181764	-0.748798745	6.70E-12	-0.361212513	0.002928061	-0.452259551	5.10E-05
BB_0073	BB_0073	U	NA	NA	NA	NA	NA	NA	NA	TRUE	129.5878593	0.132741381	0.447060215	-0.093589178	0.686556717	0.066858591	0.80084316	-0.157956343	0.215116332	0.125684433	0.514117709
BB_0109	BB_0109	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5113.660398	-0.081255093	0.447747076	-0.185176272	0.051378207	-0.393287831	4.17E-06	-0.08374127	0.38598059	-0.190108074	0.038010606
BB_G34	BB_G34	NA	NA	NA	NA	up	NA	NA	NA	FALSE	185.7301467	0.121348948	0.447747076	-0.074757893	0.704660173	-0.125328879	0.518860593	-0.154050485	0.228460517	-0.030876312	0.873680737
BB_0010	BB_0010	MT	NA	NA	NA	NA	NA	up	up	FALSE	919.9033605	0.119710218	0.448735454	0.013761299	0.94703728	0.361682453	0.024905879	-0.080422255	0.505673886	0.306400706	0.046052522
BB_I19	BB_I19	U	NA	NA	NA	up	up	up	up	FALSE	303.9103322	0.128653779	0.448735454	0.817295691	2.19E-05	2.239925043	4.64E-34	0.566818774	0.004132014	1.341848	5.09E-13
BB_0011	BB_0011	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1296.472267	-0.098067047	0.45609696	0.083090166	0.547775535	0.212066981	0.075975885	0.157897161	0.150049414	0.109017373	0.385295231
BB_0318	BB_0318	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2982.080281	-0.092805827	0.457201008	0.273448791	0.013556796	-0.110070227	0.361383851	0.365070702	0.001458738	-0.377397997	0.000344633
BB_0194	BB_0194	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2410.10127	0.083377495	0.460670597	0.023218706	0.872630959	0.128821958	0.20309278	-0.054505056	0.601146783	0.096928046	0.365024597
BB_0103	BB_0103	U	NA	NA	NA	NA	NA	NA	NA	TRUE	1139.679569	-0.087533927	0.463330574	-0.188660564	0.085029291	-0.666373675	1.47E-11	-0.072970241	0.486840532	-0.451011569	1.00E-05
BB_0744	p83/100	CE	NA	NA	NA	NA	NA	up	NA	FALSE	16460.31404	-0.07580191	0.463330574	-0.419019024	3.07E-06	-0.430474054	6.91E-07	-0.305219602	0.001296014	-0.00262404	0.980528323
BB_0337	eno	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	11776.89808	0.098543311	0.463507699	-0.357799301	0.002567207	-0.363970797	0.001640395	-0.460929386	0.00025386	0.004892875	0.976513849
BB_0071	BB_0071	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	781.988047	-0.098350294	0.465093009	-0.150161136	0.264951245	-0.322541818	0.00780193	-0.027945006	0.831197749	-0.143361219	0.262154071
BB_P42	BB_P42	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	54.04728712	0.021128396	0.465093009	0.046255881	0.453260054	0.143295576	0.334746679	0.000269341	0.967951596	0.005602126	0.931513851
BB_O20	BB_O20	U	NA	NA	NA	up	down	down	down	FALSE	109.1445483	0.122129653	0.467585139	0.153002194	0.531075948	0.489253414	0.087774433	-0.010847408	0.912257631	0.149935644	0.43649909
BB_0479	rplD	TL	NA	NA	NA	NA	NA	down	down	FALSE	10335.52303	-0.069926169	0.467899622	-0.337384143	1.92E-05	-1.065066545	6.75E-46	-0.24610985	0.003772342	-0.709659221	3.16E-20
BB_P17	BB_P17	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	109.2067756	0.11411479	0.46827636	0.244214409	0.323678096	0.264163526	0.416928394	0.012923847	0.891173501	-0.036431936	0.856013465
BB_L17	BB_L17	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	109.1393788	0.113128168	0.473772935	0.245034423	0.323106984	0.264519289	0.416928394	0.019964777	0.888506579	-0.037611058	0.856013465
BB_G17	BB_G17	NA	NA	up	up-DMCs	NA	NA	NA	NA	FALSE	69.09907195	0.109080924	0.474598958	0.455043554	0.105881806	-0.095915398	0.789681817	0.050408471	0.532998834	-0.522433071	0.05242077
BB_0347	BB_0347	CE	NA	NA	NA	NA	NA	NA	up	FALSE	271.1826069	0.118460393	0.479679019	0.26214391	0.151283604	0.585335713	0.000939285	0.059408823	0.621968191	0.229675069	0.169247852
BB_0064	fmt	TR	NA	NA	NA	NA	down	down	down	FALSE	3268.287581	-0.071080055	0.480235381	-0.165689381	0.058926911	-0.470920931	1.29E-09	-0.076863899	0.385783507	-0.288657807	0.000351302
BB_0344	BB_0344	NA	NA	NA	NA	down	NA	NA	NA	FALSE	2715.603862	-0.084394282	0.480235381	0.341012678	0.000694692	0.091056677	0.424354623	0.426151503	6.76E-05	-0.24320934	0.015738587
BB_J08	BB_J08	NA	S	down	down-DMCs	NA	NA	NA	NA	FALSE	3585.099007	0.09154645	0.480235381	0.397753823	0.000347705	0.432675779	6.22E-05	0.259328062	0.021720417	0.020638009	0.892984228
BB_0526	BB_0526	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2378.775446	0.073872723	0.480737022	-0.203427403	0.024217369	0.275409407	0.000970994	-0.267662217	0.00307618	0.478476624	1.01E-08
BB_0731	BB_0731	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	430.6568742	-0.113673082	0.48174395	-0.115952792	0.530239811	-0.093230239	0.63437511	0.012850875	0.924170063	0.029591063	0.878446745
BB_0787	pth	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2658.98144	-0.073210512	0.48174395	-0.04651705	0.673244784	-0.2606203	0.002037853	0.026214953	0.820391003	-0.198457931	0.021916675
BB_0272	flhB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4325.687506	-0.077378177	0.483196258	-0.183111217	0.054075753	0.018271826	0.877827356	-0.089050767	0.368184023	0.195865275	0.030771302
BB_K41	BB_K41	NA	NA	NA	down-DMCs	NA	NA	NA	NA	TRUE	139.9925965	0.107995464	0.48461229	0.215506393	0.380100292	0.414022423	0.20309278	0.0072679	0.934997399	0.041216283	0.842147628
BB_M41	BB_M41	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	53.94437164	0.093960534	0.484751407	0.860975076	0.02465582	0.931343456	0.020358517	0.081431079	0.235715302	-0.008704771	0.964881129
BB_E19	BB_E19	NA	NA	NA	NA	up	NA	NA	NA	FALSE	589.8054962	-0.109903078	0.484860813	0.104109919	0.55926792	0.76432305	2.94E-07	0.176586173	0.170020812	0.617369376	4.80E-05
BB_0551	BB_0551	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	762.4346432	0.090697992	0.486392019	-0.162337181	0.17520993	0.038680992	0.780456133	-0.236151918	0.032691097	0.194775449	0.08987535
BB_0436	gyrB	RR	NA	NA	NA	NA	down	down	down	FALSE	32210.32355	-0.073019584	0.487168637	-0.130066237	0.173212735	-0.432348384	9.38E-08	-0.043205357	0.661667568	-0.28574449	0.000661609
BB_0294	flgB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2062.719993	0.076626091	0.487336272	-0.137466786	0.179224727	-0.044558145	0.697825935	-0.199098608	0.033495529	0.090929521	0.384919011
BB_0741	groS	SR	NA	NA	NA	down	NA	up	NA	FALSE	2556.564533	-0.082472591	0.488813679	-0.37630941	0.000211797	0.172805607	0.102679581	-0.25538156	0.014355818	0.55008257	2.65E-08
BB_M03	BB_M03	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	55.97421875	-0.060530907	0.48882811	0.030411455	0.88794096	-0.264631257	0.448875266	0.03666465	0.373675771	-0.099233593	0.372994041
BB_0025	BB_0025	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1835.080858	0.074740072	0.492257608	-0.055965424	0.628664052	0.039221042	0.724497983	-0.116211564	0.206483364	0.090770617	0.37587649
BB_U02	BB_U02	NA	NA	NA	down-DMCs	NA	NA	NA	NA	TRUE	83.38536321	-0.117325148	0.492257608	0.014653895	0.958788408	0.099347713	0.754427535	0.073715102	0.45216013	0.045162715	0.841581465
BB_L29	BB_L29	U	NA	NA	NA	up	up	NA	down	FALSE	109.066003	0.055552091	0.495491276	0.153369576	0.347240732	1.814389487	0.006477458	0.006746576	0.893885885	0.14016893	0.174265581
BB_D11	BB_D11	NA	NA	NA	NA	up	NA	NA	NA	FALSE	304.3906749	0.116765959	0.495526452	0.187930757	0.340336971	0.593288875	0.001741189	0.019290208	0.886537104	0.301039791	0.08811028
BB_0416	BB_0416	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2987.402893	0.060561908	0.49812906	-0.140858937	0.068161422	-0.275392051	6.65E-05	-0.192608367	0.011056128	-0.125296312	0.102933613
BB_0480	rplW	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2706.262088	-0.075287598	0.49967887	-0.371048351	7.73E-05	-0.598173691	3.90E-11	-0.26460032	0.007305767	-0.200903721	0.039891155
BB_J17	BB_J17	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	141.7930599	0.118794425	0.49967887	0.781030766	0.001258733	0.561612497	0.02018613	0.429618208	0.039757708	-0.145468263	0.445064462
BB_H26	BB_H26	U	NA	NA	down-DMCs	up	NA	up	up	FALSE	131.2529975	0.114122972	0.499680578	0.342196044	0.166655445	2.929776584	9.63E-25	0.048276378	0.621968191	2.394562782	2.49E-16
BB_0516	BB_0516	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	199.757933	0.117437906	0.500345888	0.040763031	0.878010792	0.015650575	0.949680443	-0.053793019	0.635665697	-0.023865879	0.914835515
BB_0144	BB_0144	TP	P	NA	NA	NA	down	down	down	FALSE	3626.572742	0.085128171	0.500669811	0.008098216	0.991134841	0.011089448	0.934752169	-0.069728072	0.512520145	0.008328035	0.95747911
BB_0061	trx	MT	NA	NA	NA	NA	down	down	down	FALSE	2403.035837	0.074354698	0.500936638	-0.132934323	0.190474931	-0.040479022	0.719038188	-0.192654744	0.038707806	0.090598586	0.384341479
BB_0537	BB_0537	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1345.305801	0.091028034	0.502601979	0.034553058	0.835606624	-1.04583302	1.60E-19	-0.048275353	0.681712399	-1.078607354	1.14E-19
BB_0626	rnmV	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	507.5213499	0.102320646	0.5046325	0.019606576	0.926814929	0.28798766	0.055119448	-0.064726465	0.591310458	0.233575517	0.105227796
BB_0030	lepB	TL	NA	NA	NA	NA	NA	up	up	FALSE	211.926671	-0.114785051	0.50506677	-0.335947237	0.091718898	-0.164522652	0.461844753	-0.08676941	0.455606368	0.15293871	0.397776386
BB_0464	BB_0464	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	693.6630323	-0.093894587	0.50506677	0.111963215	0.449653203	0.020870396	0.902568721	0.179009955	0.13016302	-0.086000563	0.556685111
BB_0039	BB_0039	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5067.510801	-0.076015801	0.510611352	-0.32539156	0.000740676	-0.04895755	0.679469478	-0.213324641	0.029233627	0.27145756	0.004568013
BB_0108	BB_0108	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4149.794078	-0.072968293	0.510611352	-0.203253386	0.029025641	-0.078800434	0.427098061	-0.105678393	0.242775275	0.123103755	0.209818211
BB_0253	lon	PD	NA	NA	NA	NA	down	down	down	FALSE	12565.34057	-0.073940401	0.516469555	-0.267805476	0.004080886	-0.285402418	0.001741189	-0.165288618	0.080383534	-0.015109017	0.966597338
BB_R20	BB_R20	U	NA	NA	NA	NA	down	down	down	FALSE	53.69487081	-0.086307894	0.516469555	0.156532926	0.497873524	0.039052534	0.923932597	0.097710734	0.157978902	-0.090796425	0.58868136
BB_E18	BB_E18	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	590.7500165	-0.10350731	0.516469555	0.049451418	0.810767443	0.575818357	0.000139346	0.117930664	0.338052108	0.485250918	0.001305931
BB_0476	tuf	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	33107.86269	0.066447458	0.519572562	-0.221771875	0.008398455	-0.732008727	1.11E-21	-0.279587773	0.001312004	-0.490862859	4.08E-10
BB_0346	BB_0346	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3581.26224	0.07828165	0.523652562	0.179545481	0.102133652	0.037755537	0.766689783	0.073646357	0.481431866	-0.137284506	0.209324314
BB_0738	valS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6027.297214	-0.072147604	0.523917308	-0.170245962	0.086054934	-0.346220025	9.96E-05	-0.075544813	0.434715382	-0.158396253	0.100262096
BB_R11	BB_R11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	63.33090974	0.093712162	0.523917308	0.577480153	0.063103608	0.350820801	0.303973908	0.070066409	0.363130942	-0.128048312	0.470345384
BB_0035	BB_0035	RR	NA	NA	NA	NA	NA	NA	NA	TRUE	6177.208205	-0.069037301	0.528813799	-0.11860034	0.230070991	-0.211291025	0.016358757	-0.037535996	0.721633757	-0.08205542	0.419496968
BB_0663	BB_0663	U	NA	NA	NA	NA	NA	NA	NA	TRUE	520.1360831	0.096185114	0.528813799	-0.064647574	0.709636314	0.018848358	0.920215734	-0.128536675	0.281669931	0.074203413	0.645462388
BB_0625	BB_0625	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2891.087139	0.074710153	0.531889287	0.205896316	0.042719144	0.081782572	0.454794033	0.103340627	0.289868978	-0.120079505	0.243233288
BB_0027	BB_0027	NA	NA	NA	NA	down	NA	NA	NA	FALSE	5493.460428	0.066531789	0.532221246	-0.001134927	0.991134841	-0.228563762	0.00669411	-0.061650245	0.525622697	-0.217021535	0.011453387
BB_0228	BB_0228	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4941.290424	-0.056943198	0.532221246	-0.093897059	0.250233699	0.115127036	0.11904206	-0.029957278	0.747641452	0.204475486	0.004056188
BB_M01	BB_M01	BP	NA	NA	NA	NA	NA	down	down	FALSE	113.5621871	-0.106789404	0.532221246	0.200948159	0.399033514	-0.097638524	0.758756515	0.209475468	0.118020743	-0.239141719	0.231070383
BB_0214	efp	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	592.2308535	-0.096967619	0.532470418	-0.615280722	5.32E-05	-0.455568012	0.002493607	-0.442981213	0.005113514	0.139078528	0.370305898
BB_R45	BB_R45	BP	NA	NA	up-nymphs	up	NA	up	NA	FALSE	188.3436235	0.106448223	0.532866143	0.997479945	0.000581261	1.715166129	2.92E-09	0.615057839	0.022554885	0.440952169	0.057478177
BB_0207	galU	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	944.4031156	-0.095539843	0.536877098	0.080931432	0.635311514	0.22319879	0.136317231	0.142917044	0.235953759	0.111898401	0.456131196
BB_S36	BB_S36	NA	NA	NA	NA	up	NA	NA	NA	FALSE	148.3210522	-0.10840215	0.537088198	0.131528789	0.547664376	0.423034059	0.051668239	0.171423328	0.190176892	0.186278448	0.310301311
BB_0273	fliR	NA	NA	NA	up-DMCs	NA	NA	NA	NA	TRUE	266.0984625	-0.107684898	0.539563802	0.140236405	0.504059595	-0.541946033	0.009716388	0.188257434	0.171888159	-0.684716552	0.000929629
BB_0066	BB_0066	U	NA	NA	NA	NA	NA	down	NA	FALSE	682.5786708	-0.078670029	0.541672785	-0.216515399	0.060955525	-0.577448616	7.00E-08	-0.101559085	0.34234538	-0.325542809	0.003353354
BB_0058	BB_0058	U	NA	NA	NA	NA	NA	down	NA	FALSE	5691.896563	-0.063977807	0.543446045	0.019826091	0.882191219	-0.38549317	2.04E-06	0.076401376	0.410906513	-0.394753036	1.64E-06
BB_0654	BB_0654	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1502.816594	0.072299452	0.543446045	0.018515311	0.902085545	-0.200891653	0.045915613	-0.051501824	0.651122856	-0.20645322	0.039571297
BB_0133	BB_0133	U	NA	NA	NA	NA	NA	NA	down	FALSE	7626.241456	-0.061700599	0.544752499	-0.232253956	0.004742298	-0.231913457	0.003456128	-0.149943745	0.079856147	0.005709481	0.966512105
BB_0018	BB_0018	TL	NA	NA	NA	NA	NA	up	up	FALSE	1212.724762	-0.084594703	0.546258046	0.256444379	0.043674518	0.225047613	0.07583884	0.33135638	0.007964296	-0.038426568	0.815751659
BB_0029	BB_0029	U	NA	NA	NA	NA	up	up	up	FALSE	113.0922267	0.10605751	0.546258046	0.265089757	0.243413662	0.059694392	0.837889887	0.041147548	0.714029028	-0.171599658	0.368538926
BB_0213	BB_0213	NA	S	NA	NA	NA	NA	NA	NA	TRUE	409.9043235	0.103341748	0.546258046	0.177818588	0.351603664	0.053680581	0.81067207	0.024305693	0.861296467	-0.113522574	0.525394657
BB_0504	BB_0504	TR	NA	NA	NA	NA	NA	down	down	FALSE	16611.47009	-0.059048931	0.546258046	-0.165379577	0.066587613	-0.49676075	2.51E-10	-0.080511756	0.362452734	-0.311570481	9.98E-05
BB_0578	BB_0578	CM	NA	NA	up-DMCs	down	up	NA	NA	FALSE	2229.535109	-0.078323669	0.546258046	-0.106271052	0.401004814	0.092028492	0.466275002	-0.014823462	0.907437148	0.186305211	0.096422852
BB_0462	efbC	U	NA	NA	NA	NA	up	up	up	FALSE	577.2506473	0.08737315	0.549852374	0.263379485	0.05039648	0.042112046	0.795509585	0.119164711	0.298918574	-0.209683811	0.106061578
BB_0799	BB_0799	U	NA	NA	NA	NA	NA	up	NA	FALSE	644.2432006	-0.092542251	0.549852374	-0.332216904	0.024217369	-0.799516377	1.77E-08	-0.159273601	0.196911021	-0.400041367	0.005327089
BB_0459	BB_0459	U	NA	NA	NA	NA	NA	NA	up	FALSE	3555.999089	-0.070629827	0.553333324	0.054791318	0.675020821	-0.053308379	0.63437511	0.1099318	0.270157274	-0.102833182	0.347967266
BB_0057	gap	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	21890.88269	0.079898682	0.553942959	-0.26259253	0.00869129	-0.500498718	1.84E-07	-0.334237336	0.001597206	-0.203272228	0.04510548
BB_0192	BB_0192	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	99.7351532	0.103915824	0.553942959	0.005947923	0.981082525	0.281310825	0.289874824	-0.060372828	0.575759003	0.177809689	0.359154909
BB_0046	rnhB	RR	NA	NA	NA	NA	NA	NA	up	FALSE	491.9058724	-0.089468746	0.554253057	-0.017057012	0.929512078	-0.096303589	0.556259931	0.05743184	0.631626897	-0.066162997	0.694572945
BB_I38	BB_I38	CE	S	down	down-DMCs	up	NA	up	up	FALSE	115.6184548	0.094178048	0.554253057	0.295783142	0.244238738	0.683341007	0.03435452	0.033822077	0.70983307	0.113312432	0.551932031
